Names,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor
,0,0,0,0.25796,0,0,0,0,0,0.31143,0.012047,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.016588,0,0.026174,0,0,0,0,0,0,0,0.073544,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,4.40E-03,0,0.00E+00,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0,0,0,0,0,0,0.0031717,0,0,0,0.40695,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,1.73E-02,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,0.00E+00,0,0,0,0,0,0.051184,0,0,0.0034609,0.0020769,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,0.00E+00,0,0,0,0,0,1.08E-04,0,0,0.000005073,2.77E-07,0
,0,0.53325,0,0,0,0,0,0,0,0,0.049126,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0,0,0,0,2.71E-03,0.35681,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0.00E+00,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.004399,0,0,0,0,0,3.32E-03,0,0,0,6.63E-04,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,7.16E-05,7.25E-04,0,1.1251E-07,0,2.65E-07,0,0,0,0,3.45E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,0.000071607,0.00072527,0,1.1251E-07,0,2.6502E-07,0,0,0,0,3.4543E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,0.000071607,0.00072527,0,1.1251E-07,0,2.6502E-07,0,0,0,0,3.4543E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.00073532,0,0,0.001274,0,0,0,0,0,0,0.58164,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0,0,0,0,0,1.1593E-06,0,0,0,0,0.18374,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0,0.012901,0,0,0,0,0.011121,0,0,0,0.000059646,5.656,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,0.000071607,0.00072527,0,1.1251E-07,0,2.6502E-07,0,0,0,0,3.4543E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.39E-06,1.56,0.000071607,0.00072527,0,1.1251E-07,0,2.6502E-07,0,0,0,0,3.4543E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0.011236,0,0,1.1081E-06,0,0,0.00068742,0,0,0,0.10474,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.000071607,0.00072527,0,1.1251E-07,0,2.6502E-07,0,0,0,0,3.4543E-06,0,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.081676,0,0,0,0,0.00021646,0.27374,0,0,0,0.055241,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,0.0019214,0,0,0.000040398,0,0,1.42E-04,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.011109,0,0,0,0,0,0,0,0,0,0.57299,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0.00024425,0.0044953,0,0.00E+00,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0,0,0,0,0.58492,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0,0,0,0,0.58492,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.5751,0,0,0,0,0,0,0,0,0,0.010485,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,2.44E-04,0.0044953,0,0,0,0,0.050342,0,0,0,0.0019456,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0.5751,0,0,0,0,0,0,0,0,0,0.010485,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0.06238,0,0,0,0.52329,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0,0,0,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0.06238,0,0,0,0.52329,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0.00E+00,0,0.00E+00,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,0.0017578,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0.06238,0,0,0,0.52329,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0.00E+00,0,0.00E+00,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,1.76E-03,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0.06238,0,0,0,0.52329,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0.00E+00,0,0.00E+00,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,1.76E-03,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
,0,0,0,0,0,0,0.06238,0,0,0,0.52329,0,0.21223,0,0,0,0,0,0,0,0,0,0.19985,0,0.00014822,0,0,0.00E+00,0,0.00E+00,0.18342,0,0,0,0.00058907,0,0,0,0,0.00016081,0,0,0.00068742,0,0,0.11564,0.00055414,0,0,0,0,0,0,0,0.050342,0,0,0.0016272,0.0054802,0,1.76E-03,0,0.000014884,0,0,0,0.00013903,0,0,0,0.022574,0,1.92E-03,0,0,4.04E-05,0,0.00E+00,0.00014162,0,0,0.0026785,3.63E-03,0,0,0,0,0,0,0,0.0027454,0,0,0,7.3947E-06,1.56,0.00050141,0.00001669,0,0,0,0,0,0,0,0,0.00028585,1.5716,1.83E-06,0,0,7.6331E-07,0,0.00011374,0,0,0,0,1.29E-06,0
