Tranche,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger
5339,0.0014157,0,0,0.0014687,0,0,0,0,0,0.162,0.08612,0,0.27737,0.15773,0.00013417,0,0,0,0,0,0,0,0,0.16766,0.0023655,0,0.074164,0.047832,0.000095586,0,0,0,0,0.000071559,0,0,0,0,0.08748,0,0.030108,0.018242,0.00012691,0,0,0.000073351,0.00E+00,0,0,0,0,0,0.038957,0,0.015839,0.0091811,6.66E-03,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,0.000067436,0,0,0.00017766,0,0,0,0,0,0.0081722,0.000084942,0,0.0030206,0.0019039,6.33E-07,0,0,0,0,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0.00E+00,0,0,0,3.87E-05,0,0,0,0,0,8.91E-04,0,0.00033103,0.00019206,7.3351E-07,0,0,2.1606E-07,0,0,0,0,0,0,2.37E-04,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5340,0.12489,0,0,0,0.051427,0,0,0,0,0,0.077237,0,0.27737,0.15773,0.0036341,0,0.000069646,0,0,0,0.002255,0,0,0.013662,0.15151,0,0.074164,0.047832,0.000095586,0,0,0,0,0.000071559,0,0,0,0,0.08748,0,0.030108,0.018242,0.00012691,0,0,0.000073351,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.0066621,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,0.000067436,0,0,0.00017766,0,0,0,0,0,0.0081722,0.000084942,0,0.0030206,0.0019039,6.33E-07,0,0,0,0,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0.00E+00,0,0,0,3.87E-05,0,0,0,0,0,8.91E-04,0,0.00033103,0.00019206,1.57E-05,0,0,0.00E+00,2.09E-06,0,0.00021801,0,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5341,0.12489,0,0,0,0.051427,0,0,0,0,0,0.077237,0,0.27737,0.15773,0.0036341,0,0.000069646,0,0,0,0.002255,0,0,0.013662,0.15151,0,0.074164,0.047832,0.000095586,0,0,0,0,0.000071559,0,0,0,0,0.08748,0,0.030108,0.018242,0.00012691,0,0,0.000073351,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.0066621,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,0.000067436,0,0,0.00017766,0,0,0,0,0,0.0081722,0.000084942,0,0.0030206,0.0019039,6.33E-07,0,0,0,0,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0.00E+00,0,0,0,3.87E-05,0,0,0,0,0,8.91E-04,0,0.00033103,0.00019206,1.57E-05,0,0,0.00E+00,2.09E-06,0,0.00021801,0,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5342,0.00034378,0,0,0.00E+00,0.23885,0,0,0,0,0,0.014991,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,6.69E-02,0,0,0.00E+00,1.12E-02,0,0,0,0,0.0087963,0.0008139,0,0.030108,0.018242,1.27E-04,0,0,7.34E-05,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,6.66E-03,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,6.74E-05,0,0,0.00017766,0.00E+00,0,0,0,0,0.0081722,8.49E-05,0,0.0030206,0.0019039,6.3321E-07,0,0,0.00E+00,0,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0.00E+00,0,0,0,3.87E-05,0,0,0,0,0,8.91E-04,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5343,0.00034378,0,0,0.00E+00,0.23885,0,0,0,0,0,0.014991,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,3.63E-02,0,0,1.82E-02,0.00E+00,0,0,0,0,0.032845,0.00097484,0,0.030108,0.018242,0.00012691,0,0,0.000073351,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,6.66E-03,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,0.000019631,0,0,0.000091514,0,0,0,0,0,0,0.0083991,0,0.0030206,0.0019039,6.33E-07,0,0,0,0,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0,0,0,0,0.000038731,0,0,0,0,0,0.00089072,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5344,0.00034378,0,0,0.00E+00,0.23885,0,0,0,0,0,0.014991,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,3.63E-02,0,0,1.82E-02,0.00E+00,0,0,0,0,0.032845,0.00097484,0,0.030108,0.018242,0.00012691,0,0,0.000073351,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.0066621,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,0.000019631,0,0,0.000091514,0,0,0,0,0,0,0.0083991,0,0.0030206,0.0019039,6.3321E-07,0,0,0,0.00E+00,0,0,0,0,0,0.002832,0,0.0010615,0.00067402,0.00E+00,0,0,0,0.000038731,0.00E+00,0,0,0,0,8.91E-04,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5345,0.00034378,0,0,0,0.23885,0,0,0,0,0,0.014991,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,0.000090998,0,0,0.0066619,0,0,0,0,0,0,0.081647,0,0.030108,0.018242,0.00012691,0,0,7.34E-05,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,6.66E-03,0,0,0.012009,0.000010082,0,0,0,0,0,0.00018239,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0.0001082,0,0,0,0.00E+00,0,0,0,0,0,0.0027263,0,0.0010615,0.00067402,0.00042422,0,0,0.00E+00,0.000030232,0,0,0,0,0.0001618,0.00031424,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5346,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,0.000090998,0,0,0.0066619,0,0,0,0,0,0,0.081647,0,0.030108,0.018242,0.00012691,0,0,7.34E-05,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0.0001082,0,0,0,0.00E+00,0,0,0,0,0,0.0027263,0,0.0010615,0.00067402,0.00042422,0,0,0.00E+00,0.000030232,0,0,0,0,0.0001618,0.00031424,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5347,0,0,0,0.00091222,0.00E+00,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.074164,0.047832,0.021698,0,0,0,0.039172,0,0,0,0,0,0.027552,0,0.030108,0.018242,0.00012691,0,0,7.34E-05,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0,0,0,0,0.00E+00,0,0,0,0,0,0.0028428,0,0.0010615,0.00067402,0.00042422,0,0,0.00E+00,0.000030232,0,0,0,0,0.0001618,0.00031424,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5348,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0,0,0.0015726,0,0.00E+00,0,0.00093269,0,0,0,0.085945,0,0.030108,0.018242,0.00012691,0,0,7.34E-05,0,0,0,0,0,0,0.038957,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0.0024989,0,0.000023986,0.00025724,0.00E+00,0,0,0,0,0,0.00006297,0,0.0010615,0.00067402,0.00042422,0,0,0.00E+00,0.000030232,0,0,0,0,0.0001618,0.00031424,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5349,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.00012093,0,0,0,0.00E+00,0,0,0,0,0,0.088677,0,0.030108,0.018242,0.00012693,0,0,0.00E+00,0.038062,0,0.00056298,0,0,0,0.00040964,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0.0024989,0,0.000023986,0.00025724,0.00E+00,0,0,0,0,0,0.00006297,0,0.0010615,0.00067402,0.00042422,0,0,0.00E+00,0.000030232,0,0,0,0,0.0001618,0.00031424,0,0.00033103,0.00019206,1.57E-05,0,0,0,2.09E-06,0,0.00021801,0.00E+00,0,0,2.30E-06,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5350,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.00012093,0,0,0,0.00E+00,0,0,0,0,0,0.088677,0,0.030108,0.018242,0.00012693,0,0,0.00E+00,0.038062,0,0.00056298,0,0,0,0.00040964,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.3566E-06,0,0.000085542,0.0025873,0,0,0,0.00075596,0,0.0050176,0.00008311,0,0.0030206,0.0019039,0.0024989,0,0.000023986,0.00025724,0.00E+00,0,0,0,0,0,0.00006297,0,0.0010615,0.00067402,3.65E-04,0,0,1.41E-06,0,0.00027512,0,0,0,0.000039892,0.00025275,0,0.00033103,0.00019206,4.17E-09,0,0,0.00001978,0.00E+00,0,0,0.00E+00,0,0,2.19E-04,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5351,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.00012093,0,0,0,0.00E+00,0,0,0,0,0,0.088677,0,0.030108,0.018242,0.0036402,0,0,0.00E+00,0,0,0,0,0,0.017246,0.01833,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.36E-06,0,0.000085542,0.0025873,0.00E+00,0,0,0.00075596,0,0.0050176,8.31E-05,0,0.0030206,0.0019039,0.0024989,0,0.000023986,0.00025724,0.00E+00,0,0,0,0,0,0.00006297,0,0.0010615,0.00067402,3.65E-04,0,0,1.41E-06,0,0.00027512,0,0,0,0.000039892,0.00025275,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0,0,0,0,0,0,0.0002185,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5352,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.000040116,0,0,0,8.17E-02,0,0,0,0,0.0065558,0.00081404,0,0.030108,0.018242,0.038134,0,0,6.84E-05,0,0,0,0,0,0,0.0012319,0,0.015839,0.0091811,0.00E+00,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.36E-06,0,0.000085542,0.0025873,0.00E+00,0,0,0.00075596,0,0.0050176,8.31E-05,0,0.0030206,0.0019039,0.0024989,0,0.000023986,2.57E-04,0,0,0,0,0,0,6.30E-05,0,0.0010615,0.00067402,3.65E-04,0,0,1.41E-06,0,0.00027512,0,0,0,0.000039892,0.00025275,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0,0,0,0,0,0,0.0002185,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5353,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.000040116,0,0,0,8.17E-02,0,0,0,0,0.0065558,0.00081404,0,0.030108,0.018242,0.038134,0,0,6.84E-05,0,0,0,0,0,0,0.0012319,0,0.015839,0.0091811,0,0,0,0,7.04E-04,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,7.36E-06,0,0.000085542,0.0025873,0.00E+00,0,0,0.00075596,0,0.0050176,8.31E-05,0,0.0030206,0.0019039,0.00025007,0,0,2.14E-03,0,0,0,0,0,0.00043171,2.58E-05,0,0.0010615,0.00067402,3.65E-04,0,0,1.41E-06,0,0.00027512,0,0,0,0.000039892,0.00025275,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0.00E+00,0,0,0,0,0.00E+00,0.0002185,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5354,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0012593,0,0.0034825,0.00022977,1.38E-04,0,0,0,0,0,0.084316,0,0.030108,0.020483,0.0019215,0,0,0.00006882,0,0,0,0,0,0.010749,0.02671,0,0.015839,0.0091811,0,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,8.79E-05,0,0,6.7482E-06,6.67E-04,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.00025007,0,0,2.14E-03,0,0,0,0,0,0.00043171,2.58E-05,0,0.0010615,0.00067402,3.65E-04,0,0,1.41E-06,0,0.00027512,0,0,0,0.000039892,0.00025275,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0.00E+00,0,0,0,0,0.00E+00,0.0002185,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5355,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0019064,0,0.041348,0,0.00E+00,0,0,0,0,0,0.046501,0,0.030108,0.020483,0,0,0,0,0.00032619,0,0,0,0,0,0.039175,0,0.015839,0.0091811,0,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.000018738,0,0,0.00E+00,8.5791E-07,0.0013491,0,0,0,0,1.49E-03,0,0.0010615,0.00067402,1.65E-06,0,0,0.00E+00,0,0,0,0,0,0.00076928,0.00016816,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0,0.00E+00,0,0,0,0,0.0002185,0,0.000093132,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5356,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0019064,0,0.041348,0,0.00E+00,0,0,0,0,0,0.046501,0,0.030108,0.020483,0,0,0,0,0.00032619,0,0,0,0,0,0.039175,0,0.015839,0.0091811,0,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.000018738,0,0,0.00E+00,8.5791E-07,0.0013491,0,0,0,0,1.49E-03,0,0.0010615,0.00067402,1.65E-06,0,0,0.00E+00,0,0,0,0,0,0.00076928,0.00016816,0,0.00033103,0.00019206,4.1681E-09,0,0,0.00001978,0,0,0,0,0,0,2.19E-04,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5357,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0076915,0,0,0.033291,0.00E+00,0,0,0.041823,0,0.0056506,0.0014999,0,0.030108,0.020483,0,0,0,0,0.00032619,0,0,0,0,0,0.039175,0,0.015839,0.0091811,0,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.00028161,0,0.0025572,2.68E-06,0,2.6239E-06,0,0,0,0,2.98E-05,0,0.0010615,0.00067402,1.65E-06,0,0,0.00E+00,0,0,0,0,0,0.00076928,0.00016816,0,0.00033103,0.00019206,4.1681E-09,0,0,0.00001978,0,0,0,0,0,0,2.19E-04,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5358,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0090023,0,0.0034156,0.022864,5.32E-02,0,0,0,0,0,0.0015255,0,0.030108,0.020483,0,0,0,0,0.00032619,0,0,0,0,0,0.039175,0,0.015839,0.0091811,0,0,0,0,0.00070392,0,0,0.00018447,0,0,0.018034,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,2.27E-06,0,0,0.000088542,2.17E-03,0,6.2859E-07,0,0,0,0.00061743,0,0.0010615,0.00067402,1.65E-06,0,0,0.00E+00,0,0,0,0,0,0.00076928,0.00016816,0,0.00033103,0.00019206,4.1681E-09,0,0,0.00001978,0,0,0,0,0,0,2.19E-04,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5359,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.0090023,0,0.0034156,2.29E-02,0.053171,0,0,0,0,0,0.0015255,0,0.030108,0.020483,0,0,0,0,0.00032619,0,0,0,0,0,0.039175,0,0.015839,0.0091811,0.016581,0,0,0,0,0,0,0,0,0,0.0024544,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,2.27E-06,0,0,0.000088542,0.0021703,0,6.2859E-07,0,0,0,0.00061743,0,0.0010615,0.00067402,1.65E-06,0,0,0.00E+00,0,0,0,0,0,0.00076928,0.00016816,0,0.00033103,0.00019206,4.1681E-09,0,0,0.00001978,0,0,0,0,0,0,2.19E-04,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5360,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.015815,0,0,0.00E+00,0,0,0,0,0,0,0.074469,0,0.030108,0.020483,0.000013994,0,0.039121,0,0,0,0,0,0,0,0.00038833,0,0.015839,0.0091811,0.016581,0,0,0,0,0,0,0,0,0,0.0024544,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,2.09E-03,0,0,0,0,0.00001673,0.00021114,0,0,0,5.69E-04,0,0.0010615,0.00067402,1.25E-05,0,0,3.21E-04,0,0,0,0,0,0,0.0006078,0,0.00033103,0.00019206,4.17E-09,0,0,1.98E-05,0,0,0,0,0,0,2.19E-04,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5361,0,0,0,0.00091222,0,0,0,0,0,0.23844,0.014989,0,0.27737,0.15773,0,0,0,0,0.11904,0,0,0,0,0,0.052345,0,0.075026,0.047832,0.03472,0,0,0.00E+00,0.054889,0.000084739,0,0,0,0,0.00081404,0,0.030108,0.020483,0.018728,0,0,0,0.000029256,0,0,0,0,0,0.020859,0,0.016115,0.0091811,0.016581,0,0,0,0,0,0,0,0,0,0.0024544,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.00E+00,0,0,0.00E+00,0,8.766E-07,0,0,0,0.0028717,0.000029848,0,0.0010615,0.00067402,1.23E-06,0,0,0.00E+00,0,0,0,0,0,0,0.00094033,0,0.00033103,0.00019206,6.70E-05,0,0,0.00E+00,0,0,3.1593E-06,0,0,0.00016593,2.75E-06,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
5362,0.0013561,0,0,0,0,0,0.020603,0,0,0,0.23262,0,0.27737,0.15773,0.0020473,0,0,2.9943E-06,0,0,0,0,0,0,0.16936,0,0.075026,0.047832,0,0,0,0.00E+00,0.089828,0,0,0,0,0,0.0007846,0,0.030108,0.020483,0.018728,0,0,0,0.000029256,0,0,0,0,0,0.020859,0,0.016115,0.0091811,0.016581,0,0,0,0,0,0,0,0,0,0.0024544,0,0.0067464,0.0040888,0.00008791,0,0,6.75E-06,0.00066721,0,0,0,0,0.0013904,6.40E-03,0,0.0030206,0.0019039,0.00E+00,0,0,0.00E+00,0,8.766E-07,0,0,0,0.0028717,0.000029848,0,0.0010615,0.00067402,1.23E-06,0,0,0,0.00E+00,0,0,0,0,0,0.00094033,0,0.00033103,0.00019206,6.70E-05,0,0,0.00E+00,0,0,3.1593E-06,0,0,0.00016593,2.75E-06,0,0.000095397,0.000060024,1.37E-07,0,0,0.00E+00,5.73E-08,0.000033297,0,0,0,0.00E+00,3.26E-07,0,1.47E-05,1.33E-05
